name, in, out
Relu_123, inception_3b/1x1/bn/sc_2 inception_3b/pool_proj/bn/sc_1 inception_3b/3x3/bn/sc_2 inception_3b/double3x3b/bn/sc_2, inception_3b/3x3/bn/sc_2 inception_3b/1x1/bn/sc_2 inception_3b/double3x3b/bn/sc_2 inception_3b/pool_proj/bn/sc_2
Concat_124, inception_3b/double3x3b/bn/sc_2 inception_3b/3x3/bn/sc_2 inception_3b/pool_proj/bn/sc_2 inception_3b/1x1/bn/sc_2, inception_3b/output_1
Conv_125, inception_3b/output_1, inception_3c/3x3_reduce_1 inception_3b/output_1
BatchNormalization_126, inception_3b/output_1 inception_3c/3x3_reduce_1, inception_3c/3x3_reduce/bn_1 inception_3b/output_1
Unsqueeze_127, inception_3b/output_1 inception_3c/3x3_reduce/bn_1, inception_3c/3x3_reduce/bn_1 inception_3b/output_1 OC2_DUMMY_34
Mul_128, inception_3b/output_1 inception_3c/3x3_reduce/bn_1 OC2_DUMMY_34, inception_3b/output_1 inception_3c/3x3_reduce/bn/sc_internal_1
Unsqueeze_129, inception_3c/3x3_reduce/bn/sc_internal_1 inception_3b/output_1, inception_3b/output_1 inception_3c/3x3_reduce/bn/sc_internal_1 OC2_DUMMY_35
Add_130, inception_3b/output_1 OC2_DUMMY_35 inception_3c/3x3_reduce/bn/sc_internal_1, inception_3c/3x3_reduce/bn/sc_1 inception_3b/output_1
Relu_131, inception_3b/output_1 inception_3c/3x3_reduce/bn/sc_1, inception_3c/3x3_reduce/bn/sc_2 inception_3b/output_1
Conv_132, inception_3c/3x3_reduce/bn/sc_2 inception_3b/output_1, inception_3c/3x3_1 inception_3b/output_1
BatchNormalization_133, inception_3c/3x3_1 inception_3b/output_1, inception_3c/3x3/bn_1 inception_3b/output_1
Unsqueeze_134, inception_3b/output_1 inception_3c/3x3/bn_1, inception_3c/3x3/bn_1 OC2_DUMMY_36 inception_3b/output_1
Mul_135, inception_3c/3x3/bn_1 OC2_DUMMY_36 inception_3b/output_1, inception_3b/output_1 inception_3c/3x3/bn/sc_internal_1
Unsqueeze_136, inception_3b/output_1 inception_3c/3x3/bn/sc_internal_1, inception_3b/output_1 OC2_DUMMY_37 inception_3c/3x3/bn/sc_internal_1
Add_137, OC2_DUMMY_37 inception_3b/output_1 inception_3c/3x3/bn/sc_internal_1, inception_3b/output_1 inception_3c/3x3/bn/sc_1
Relu_138, inception_3c/3x3/bn/sc_1 inception_3b/output_1, inception_3c/3x3/bn/sc_2 inception_3b/output_1
Conv_139, inception_3c/3x3/bn/sc_2 inception_3b/output_1, inception_3c/3x3/bn/sc_2 inception_3c/double3x3_reduce_1 inception_3b/output_1
BatchNormalization_140, inception_3c/double3x3_reduce_1 inception_3b/output_1 inception_3c/3x3/bn/sc_2, inception_3b/output_1 inception_3c/double3x3_reduce/bn_1 inception_3c/3x3/bn/sc_2
Unsqueeze_141, inception_3c/double3x3_reduce/bn_1 inception_3b/output_1 inception_3c/3x3/bn/sc_2, inception_3c/double3x3_reduce/bn_1 OC2_DUMMY_38 inception_3c/3x3/bn/sc_2 inception_3b/output_1
Mul_142, OC2_DUMMY_38 inception_3c/3x3/bn/sc_2 inception_3c/double3x3_reduce/bn_1 inception_3b/output_1, inception_3c/double3x3_reduce/bn/sc_internal_1 inception_3b/output_1 inception_3c/3x3/bn/sc_2
Unsqueeze_143, inception_3c/double3x3_reduce/bn/sc_internal_1 inception_3c/3x3/bn/sc_2 inception_3b/output_1, inception_3b/output_1 OC2_DUMMY_39 inception_3c/3x3/bn/sc_2 inception_3c/double3x3_reduce/bn/sc_internal_1
Add_144, inception_3b/output_1 inception_3c/double3x3_reduce/bn/sc_internal_1 OC2_DUMMY_39 inception_3c/3x3/bn/sc_2, inception_3c/3x3/bn/sc_2 inception_3b/output_1 inception_3c/double3x3_reduce/bn/sc_1
Relu_145, inception_3b/output_1 inception_3c/double3x3_reduce/bn/sc_1 inception_3c/3x3/bn/sc_2, inception_3c/3x3/bn/sc_2 inception_3c/double3x3_reduce/bn/sc_2 inception_3b/output_1
Conv_146, inception_3c/double3x3_reduce/bn/sc_2 inception_3b/output_1 inception_3c/3x3/bn/sc_2, inception_3c/3x3/bn/sc_2 inception_3b/output_1 inception_3c/double3x3a_1
BatchNormalization_147, inception_3c/3x3/bn/sc_2 inception_3b/output_1 inception_3c/double3x3a_1, inception_3b/output_1 inception_3c/3x3/bn/sc_2 inception_3c/double3x3a/bn_1
Unsqueeze_148, inception_3c/double3x3a/bn_1 inception_3c/3x3/bn/sc_2 inception_3b/output_1, inception_3c/3x3/bn/sc_2 OC2_DUMMY_40 inception_3c/double3x3a/bn_1 inception_3b/output_1
Mul_149, OC2_DUMMY_40 inception_3c/double3x3a/bn_1 inception_3b/output_1 inception_3c/3x3/bn/sc_2, inception_3c/double3x3a/bn/sc_internal_1 inception_3b/output_1 inception_3c/3x3/bn/sc_2
Unsqueeze_150, inception_3c/3x3/bn/sc_2 inception_3c/double3x3a/bn/sc_internal_1 inception_3b/output_1, inception_3b/output_1 inception_3c/3x3/bn/sc_2 inception_3c/double3x3a/bn/sc_internal_1 OC2_DUMMY_41
Add_151, OC2_DUMMY_41 inception_3c/double3x3a/bn/sc_internal_1 inception_3b/output_1 inception_3c/3x3/bn/sc_2, inception_3c/double3x3a/bn/sc_1 inception_3b/output_1 inception_3c/3x3/bn/sc_2
Relu_152, inception_3c/3x3/bn/sc_2 inception_3c/double3x3a/bn/sc_1 inception_3b/output_1, inception_3c/double3x3a/bn/sc_2 inception_3b/output_1 inception_3c/3x3/bn/sc_2
Conv_153, inception_3c/double3x3a/bn/sc_2 inception_3b/output_1 inception_3c/3x3/bn/sc_2, inception_3c/double3x3b_1 inception_3c/3x3/bn/sc_2 inception_3b/output_1
BatchNormalization_154, inception_3c/3x3/bn/sc_2 inception_3c/double3x3b_1 inception_3b/output_1, inception_3c/double3x3b/bn_1 inception_3b/output_1 inception_3c/3x3/bn/sc_2
Unsqueeze_155, inception_3c/double3x3b/bn_1 inception_3b/output_1 inception_3c/3x3/bn/sc_2, inception_3c/3x3/bn/sc_2 inception_3b/output_1 inception_3c/double3x3b/bn_1 OC2_DUMMY_42
Mul_156, inception_3b/output_1 OC2_DUMMY_42 inception_3c/double3x3b/bn_1 inception_3c/3x3/bn/sc_2, inception_3b/output_1 inception_3c/double3x3b/bn/sc_internal_1 inception_3c/3x3/bn/sc_2
Unsqueeze_157, inception_3c/3x3/bn/sc_2 inception_3c/double3x3b/bn/sc_internal_1 inception_3b/output_1, inception_3c/3x3/bn/sc_2 inception_3c/double3x3b/bn/sc_internal_1 inception_3b/output_1 OC2_DUMMY_43
Add_158, inception_3c/3x3/bn/sc_2 OC2_DUMMY_43 inception_3b/output_1 inception_3c/double3x3b/bn/sc_internal_1, inception_3c/3x3/bn/sc_2 inception_3b/output_1 inception_3c/double3x3b/bn/sc_1
Relu_159, inception_3b/output_1 inception_3c/3x3/bn/sc_2 inception_3c/double3x3b/bn/sc_1, inception_3c/double3x3b/bn/sc_2 inception_3c/3x3/bn/sc_2 inception_3b/output_1
MaxPool_160, inception_3b/output_1 inception_3c/double3x3b/bn/sc_2 inception_3c/3x3/bn/sc_2, inception_3c/pool_1 inception_3c/double3x3b/bn/sc_2 inception_3c/3x3/bn/sc_2
Concat_161, inception_3c/3x3/bn/sc_2 inception_3c/pool_1 inception_3c/double3x3b/bn/sc_2, inception_3c/output_1
Conv_162, inception_3c/output_1, inception_4a/1x1_1 inception_3c/output_1
BatchNormalization_163, inception_4a/1x1_1 inception_3c/output_1, inception_3c/output_1 inception_4a/1x1/bn_1
Unsqueeze_164, inception_3c/output_1 inception_4a/1x1/bn_1, inception_3c/output_1 OC2_DUMMY_44 inception_4a/1x1/bn_1
Mul_165, inception_3c/output_1 OC2_DUMMY_44 inception_4a/1x1/bn_1, inception_3c/output_1 inception_4a/1x1/bn/sc_internal_1
Unsqueeze_166, inception_3c/output_1 inception_4a/1x1/bn/sc_internal_1, inception_4a/1x1/bn/sc_internal_1 inception_3c/output_1 OC2_DUMMY_45
Add_167, inception_4a/1x1/bn/sc_internal_1 OC2_DUMMY_45 inception_3c/output_1, inception_4a/1x1/bn/sc_1 inception_3c/output_1
Relu_168, inception_3c/output_1 inception_4a/1x1/bn/sc_1, inception_3c/output_1 inception_4a/1x1/bn/sc_2
Conv_169, inception_3c/output_1 inception_4a/1x1/bn/sc_2, inception_4a/3x3_reduce_1 inception_3c/output_1 inception_4a/1x1/bn/sc_2
BatchNormalization_170, inception_4a/1x1/bn/sc_2 inception_4a/3x3_reduce_1 inception_3c/output_1, inception_4a/3x3_reduce/bn_1 inception_3c/output_1 inception_4a/1x1/bn/sc_2
Unsqueeze_171, inception_4a/3x3_reduce/bn_1 inception_3c/output_1 inception_4a/1x1/bn/sc_2, inception_4a/1x1/bn/sc_2 inception_4a/3x3_reduce/bn_1 inception_3c/output_1 OC2_DUMMY_46
Mul_172, inception_4a/3x3_reduce/bn_1 inception_3c/output_1 inception_4a/1x1/bn/sc_2 OC2_DUMMY_46, inception_3c/output_1 inception_4a/3x3_reduce/bn/sc_internal_1 inception_4a/1x1/bn/sc_2
Unsqueeze_173, inception_3c/output_1 inception_4a/1x1/bn/sc_2 inception_4a/3x3_reduce/bn/sc_internal_1, OC2_DUMMY_47 inception_4a/3x3_reduce/bn/sc_internal_1 inception_4a/1x1/bn/sc_2 inception_3c/output_1
Add_174, inception_3c/output_1 inception_4a/3x3_reduce/bn/sc_internal_1 inception_4a/1x1/bn/sc_2 OC2_DUMMY_47, inception_3c/output_1 inception_4a/3x3_reduce/bn/sc_1 inception_4a/1x1/bn/sc_2
Relu_175, inception_4a/1x1/bn/sc_2 inception_3c/output_1 inception_4a/3x3_reduce/bn/sc_1, inception_3c/output_1 inception_4a/1x1/bn/sc_2 inception_4a/3x3_reduce/bn/sc_2
Conv_176, inception_3c/output_1 inception_4a/1x1/bn/sc_2 inception_4a/3x3_reduce/bn/sc_2, inception_3c/output_1 inception_4a/1x1/bn/sc_2 inception_4a/3x3_1
BatchNormalization_177, inception_4a/3x3_1 inception_3c/output_1 inception_4a/1x1/bn/sc_2, inception_4a/3x3/bn_1 inception_3c/output_1 inception_4a/1x1/bn/sc_2
Unsqueeze_178, inception_3c/output_1 inception_4a/1x1/bn/sc_2 inception_4a/3x3/bn_1, OC2_DUMMY_48 inception_3c/output_1 inception_4a/1x1/bn/sc_2 inception_4a/3x3/bn_1
Mul_179, inception_4a/3x3/bn_1 inception_3c/output_1 OC2_DUMMY_48 inception_4a/1x1/bn/sc_2, inception_3c/output_1 inception_4a/1x1/bn/sc_2 inception_4a/3x3/bn/sc_internal_1
Unsqueeze_180, inception_4a/3x3/bn/sc_internal_1 inception_3c/output_1 inception_4a/1x1/bn/sc_2, OC2_DUMMY_49 inception_4a/1x1/bn/sc_2 inception_4a/3x3/bn/sc_internal_1 inception_3c/output_1
Add_181, inception_4a/3x3/bn/sc_internal_1 inception_4a/1x1/bn/sc_2 inception_3c/output_1 OC2_DUMMY_49, inception_4a/1x1/bn/sc_2 inception_3c/output_1 inception_4a/3x3/bn/sc_1
Relu_182, inception_4a/3x3/bn/sc_1 inception_3c/output_1 inception_4a/1x1/bn/sc_2, inception_3c/output_1 inception_4a/3x3/bn/sc_2 inception_4a/1x1/bn/sc_2
Conv_183, inception_4a/1x1/bn/sc_2 inception_4a/3x3/bn/sc_2 inception_3c/output_1, inception_4a/double3x3_reduce_1 inception_4a/3x3/bn/sc_2 inception_3c/output_1 inception_4a/1x1/bn/sc_2
BatchNormalization_184, inception_4a/3x3/bn/sc_2 inception_4a/1x1/bn/sc_2 inception_3c/output_1 inception_4a/double3x3_reduce_1, inception_4a/1x1/bn/sc_2 inception_3c/output_1 inception_4a/3x3/bn/sc_2 inception_4a/double3x3_reduce/bn_1
Unsqueeze_185, inception_3c/output_1 inception_4a/1x1/bn/sc_2 inception_4a/double3x3_reduce/bn_1 inception_4a/3x3/bn/sc_2, inception_4a/1x1/bn/sc_2 inception_4a/3x3/bn/sc_2 inception_3c/output_1 OC2_DUMMY_50 inception_4a/double3x3_reduce/bn_1
Mul_186, OC2_DUMMY_50 inception_4a/1x1/bn/sc_2 inception_3c/output_1 inception_4a/double3x3_reduce/bn_1 inception_4a/3x3/bn/sc_2, inception_4a/double3x3_reduce/bn/sc_internal_1 inception_4a/1x1/bn/sc_2 inception_3c/output_1 inception_4a/3x3/bn/sc_2
Unsqueeze_187, inception_3c/output_1 inception_4a/3x3/bn/sc_2 inception_4a/1x1/bn/sc_2 inception_4a/double3x3_reduce/bn/sc_internal_1, inception_4a/double3x3_reduce/bn/sc_internal_1 inception_3c/output_1 inception_4a/1x1/bn/sc_2 OC2_DUMMY_51 inception_4a/3x3/bn/sc_2
Add_188, inception_3c/output_1 inception_4a/3x3/bn/sc_2 inception_4a/1x1/bn/sc_2 inception_4a/double3x3_reduce/bn/sc_internal_1 OC2_DUMMY_51, inception_3c/output_1 inception_4a/double3x3_reduce/bn/sc_1 inception_4a/3x3/bn/sc_2 inception_4a/1x1/bn/sc_2
Relu_189, inception_4a/double3x3_reduce/bn/sc_1 inception_4a/3x3/bn/sc_2 inception_3c/output_1 inception_4a/1x1/bn/sc_2, inception_4a/3x3/bn/sc_2 inception_3c/output_1 inception_4a/1x1/bn/sc_2 inception_4a/double3x3_reduce/bn/sc_2
Conv_190, inception_3c/output_1 inception_4a/3x3/bn/sc_2 inception_4a/double3x3_reduce/bn/sc_2 inception_4a/1x1/bn/sc_2, inception_4a/1x1/bn/sc_2 inception_4a/double3x3a_1 inception_4a/3x3/bn/sc_2 inception_3c/output_1
BatchNormalization_191, inception_4a/1x1/bn/sc_2 inception_4a/double3x3a_1 inception_3c/output_1 inception_4a/3x3/bn/sc_2, inception_4a/3x3/bn/sc_2 inception_4a/1x1/bn/sc_2 inception_3c/output_1 inception_4a/double3x3a/bn_1
Unsqueeze_192, inception_4a/3x3/bn/sc_2 inception_3c/output_1 inception_4a/1x1/bn/sc_2 inception_4a/double3x3a/bn_1, inception_3c/output_1 inception_4a/1x1/bn/sc_2 OC2_DUMMY_52 inception_4a/double3x3a/bn_1 inception_4a/3x3/bn/sc_2
Mul_193, inception_3c/output_1 OC2_DUMMY_52 inception_4a/1x1/bn/sc_2 inception_4a/3x3/bn/sc_2 inception_4a/double3x3a/bn_1, inception_4a/3x3/bn/sc_2 inception_3c/output_1 inception_4a/double3x3a/bn/sc_internal_1 inception_4a/1x1/bn/sc_2
